c_weather_empath,c_traveling_empath,economics_empath,rural_empath,c_fight_empath,c_vacation_empath,music_empath,c_followers_count,c_anticipation_empath,death_empath,home_empath,office_empath,c_crime_empath,c_irritability_empath,c_philosophy_empath,night_empath,c_exotic_empath,c_listed_count,c_friends_empath,traveling_empath,dominant_heirarchical_empath,c_leisure_empath,c_warmth_empath,c_music_empath,ship_empath,c_status length,c_in_degree,hate_empath,c_terrorism_empath,politics_empath,c_war_empath,c_death_empath,aggression_empath,ridicule_empath,c_aggression_empath,c_masculine_empath,c_negotiate_empath,c_money_empath,time_diff,c_ocean_empath,c_social_media_empath,c_communication_empath,hipster_empath,c_speaking_empath,c_hate_empath,created_at,c_wedding_empath,c_number urls,c_timidity_empath,c_payment_empath,fire_empath,c_baddies,c_time_diff,c_noise_empath,c_computer_empath,c_government_empath,children_empath,work_empath,c_exasperation_empath,cleaning_empath,c_liquid_empath,c_pride_empath,c_disgust_empath,c_musical_empath,c_rural_empath,c_superhero_empath,c_violence_empath,c_listen_empath,c_home_empath,sympathy_empath,c_sympathy_empath,c_children_empath,c_swearing_terms_empath,c_hipster_empath,c_dominant_heirarchical_empath,c_heroic_empath,science_empath,c_divine_empath,c_time_diff_median,c_swimming_empath,c_vehicle_empath,sentiment,c_sleep_empath,furniture_empath,c_anger_empath,superhero_empath,c_science_empath,c_farming_empath,c_ship_empath,c_sentiment,c_politics_empath,c_work_empath,normal_neigh,c_legend_empath,c_cleaning_empath,sleep_empath,c_furniture_empath,c_ridicule_empath,c_fire_empath,hate_neigh
0.0088206028695614,0.0007938782928634,0.0012965964343598,0.006482982171799,0.0037455628055514,0.0021528273962592,0.0097244732576985,25419.454545454544,0.0035290302913051,0.0003241491085899,0.0103727714748784,0.0016207455429497,0.0052224920977021,0.0020173147663597,0.0022885435362681,0.0074554294975688,0.0005326307317134,711.2727272727273,0.0016374236168878,0.0006482982171799,0.0006482982171799,0.0081064501122742,0.0038908340749618,0.0096344487543411,0.006482982171799,130.5740909090909,0.0004537077705379,0.0016207455429497,0.0041710704028231,0.006158833063209,0.0100647571269364,0.002146593488382,0.0191247974068071,0.0038897893030794,0.0154949893750451,0.0016621594893445,0.0042707294997271,0.0037461169367378,65926.71859296483,0.0026662058228024,0.0072620225689374,0.0012736852536626,0.0181523500810372,0.0018815163152401,0.0019577262517037,1326657207.0,0.0010761595971028,196.63636363636363,0.0052101931096162,0.0051793506807567,0.0081037277147487,20.90909090909091,31811.36774783005,0.0066783603606793,0.0003261925178328,0.0087311348607829,0.0012965964343598,0.0103727714748784,0.0015976513869278,0.019448946515397,0.0027983076465231,0.0038690234225954,0.0086276036225707,0.0020385588083351,0.0085223935879279,0.0184117425851696,0.0008014973930588,0.0005579483270835,0.0063826396996373,0.0162074554294975,0.0148119683030066,0.0021573662431891,0.0020136339833826,0.013109167229931,0.0006859823226709,0.0081915324316896,0.0126418152350081,0.0032467583947371,8514.181818181818,0.0027445353749589,0.0010153310985333,0.0620036664016256,0.0048028279940675,0.0009724473257698,0.0017293730392164,0.0210696920583468,0.009432472322033,0.0013618258855059,0.006005803964689,0.0541527620733443,0.0066635446239074,0.0065444629111329,True,0.0005558472919191,0.0126318839988452,0.0038897893030794,0.0015692488925129,0.0041775844043534,0.0075232673820953,0
0.0,0.0,0.0035853976531942,0.0140156453715775,0.0,0.0,0.0022816166883963,22318.22580645161,0.0,0.0035853976531942,0.0091264667535853,0.0003259452411994,0.0,0.0,0.0,0.0133637548891786,0.0,401.508064516129,0.0,0.0006518904823989,0.0016297262059973,0.0,0.0,0.0,0.0094524119947848,0.0,0.0004992070849808,0.0019556714471968,0.0,0.0133637548891786,0.0,0.0,0.006844850065189,0.0039113428943937,0.0,0.0,0.0,0.0,6261.396984924623,0.0,0.0,0.0,0.0162972620599739,0.0,0.0,1241021398.0,0.0,0.0,0.0,0.0,0.0091264667535853,0.0,7195.656751101761,0.0,0.0,0.0,0.0006518904823989,0.0029335071707953,0.0,0.0045632333767926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029335071707953,0.0,0.0,0.0,0.0,0.0,0.0,0.0035853976531942,0.0,1393.9596774193549,0.0,0.0,0.0814349333979298,0.0,0.0009778357235984,0.0,0.0035853976531942,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0009778357235984,0.0,0.0,0.0,0
0.0108408006144204,0.0008384444914558,0.0071599045346062,0.013126491646778,0.0023178184372921,0.0011695979716145,0.0011933174224343,94435.1875,0.0021002863305525,0.0,0.0107398568019093,0.0011933174224343,0.0036990550439129,0.0026564185766881,0.0013264178330563,0.0214797136038186,0.0005926667371349,905.09375,0.0017229381059548,0.0011933174224343,0.0,0.0078491393658199,0.0015978265749526,0.0055752375310194,0.0107398568019093,127.9705962128884,0.0003969093988145,0.0011933174224343,0.0033733384812603,0.0083532219570405,0.0095902952266347,0.0013015261986799,0.0071599045346062,0.0011933174224343,0.013726709484097,0.0022736434244595,0.0075937637908652,0.0030282305293648,391050.8253968254,0.0013029417208576,0.0057596373065225,0.0012613194200794,0.0071599045346062,0.0020779881724096,0.0026777278772114,1484419329.0,0.0006831551454849,166.46875,0.0037622444432873,0.0044117635014397,0.0023866348448687,19.25,26911.982301361742,0.008860114824922,0.0001875166013639,0.0075247469613089,0.0,0.0011933174224343,0.003188905633027,0.0047732696897374,0.005027923367445,0.004476054475905,0.0076332104414513,0.001967584335701,0.0079287384212369,0.0176676484495247,0.0011578630174443,0.0003400911005372,0.0078426337464934,0.0035799522673031,0.0076178349755524,0.0013763129068897,0.0014711363332247,0.008192108385302,0.0007576932540501,0.00433346223043,0.0011933174224343,0.0039121355101482,2166.5625,0.0035379590160871,0.0011095792254142,0.2175655811849842,0.0067102561564714,0.0,0.0010800366554909,0.0107398568019093,0.0056924811130687,0.0016569322713887,0.0069145637501832,0.1025635601755429,0.0079512768809739,0.0030866214212327,True,0.0005726564751332,0.006009033649758,0.0023866348448687,0.001699632203632,0.0024802889418615,0.0036265661578016,0
0.0005338833454322,0.0004770992366412,0.0033396946564885,0.0023854961832061,0.003441849690914,0.0016016500362967,0.0004770992366412,368.0,0.0024990644007881,0.0023854961832061,0.0047709923664122,0.0,0.0007724329637528,0.0027376140191087,0.0002953337271116,0.0014312977099236,0.0,1.0,0.0021355333817289,0.0009541984732824,0.0181297709923664,0.0015448659275057,0.0070540517082012,0.0002385496183206,0.0038167938931297,64.355,0.0001942521293021,0.0014312977099236,0.0111319397789731,0.0057251908396946,0.0019651810553559,0.0038507516356077,0.0038167938931297,0.0033396946564885,0.003385065582123,0.0002953337271116,0.0034986337997051,0.0038053807099732,23728.96984924623,0.0032600841813845,0.0108251928687049,0.0014198845267671,0.0119274809160305,0.0030783186718549,0.0024876512176316,1349001544.0,0.0002953337271116,64.5,0.0014312977099236,0.0002385496183206,0.0042938931297709,31.0,17799.158291457286,0.0002385496183206,0.0,0.0051684811279493,0.0,0.0023854961832061,0.0002385496183206,0.0028625954198473,0.0116429967580923,0.0002953337271116,0.0029647504542728,0.0062248346356573,0.0026694167271612,0.0026694167271612,0.0002953337271116,0.0005338833454322,0.0180381837201228,0.0019083969465648,0.0018401996546173,0.0002953337271116,0.0005338833454322,0.014233084817141,0.0185155647637555,0.0007156488549618,0.0014312977099236,0.0039643198531898,2106.5,0.0047481660000991,0.00219231749052,0.0030731209506377,0.0,0.0038167938931297,0.0035668310916526,0.0023854961832061,0.00219231749052,0.0007724329637528,0.019628420573263,0.1057485663563999,0.0244219574989967,0.0017834155458263,True,0.0013631004179761,0.0032033000725934,0.0,0.0030897318550114,0.0031465159638024,0.0036236152004436,0
0.0014149592633025,0.001118127795428,0.0012820512820512,0.0057692307692307,0.0015902137621738,0.0032344663144635,0.0,12531.8,0.0069014648716238,0.0032051282051282,0.007051282051282,0.0,0.0019419718109573,0.0032627146562615,0.0011913171092964,0.0019230769230769,0.0001815705855651,112.6,0.003361471709323,0.0,0.0051282051282051,0.0010852442685311,0.0075179269517976,0.0005781338785484,0.0012820512820512,80.59541666666667,0.0003048264182895,0.0025641025641025,0.0094589326707981,0.0025641025641025,0.0017132875502611,0.0025258569901784,0.0006410256410256,0.0006410256410256,0.0022630785369757,0.0003846153846153,0.004039514617733,0.0030816661177331,94218.97894736842,0.0018462638904831,0.0034475803401245,0.0010205879866869,0.0262820512820512,0.0022117909335932,0.0057490914680145,1483944438.0,0.0002995402146706,149.2,0.0015498817841372,0.0002564102564102,0.0032051282051282,23.6,19072.66815128273,0.0006075623413378,0.0005707484697712,0.001389246817101,0.0,0.0044871794871794,9.47418285172904e-05,0.0006410256410256,0.0069556340730022,0.0016610968972842,0.0029715584400692,0.0035571931518876,0.0034578626327145,0.0013948786387751,0.0003880442576578,0.0002025171363579,0.010664816799844,0.0038461538461538,0.0023147547116975,0.0003926067572485,0.0008327796155917,0.0201809421725008,0.0092563141066462,0.0021251035200716,0.0,0.0035641192569433,320.6,0.0037432781814507,0.003247056047914,0.1032291946008759,0.0007846075506411,0.0,0.0025467514308726,0.0012820512820512,0.001419343296038,0.0014659542374395,0.003686562152212,0.1047127845549364,0.0072869623014214,0.0022528702190121,True,0.0005542751851415,0.0021290328746703,0.0,0.0029393581881212,0.0034395695242287,0.0050885291140259,0
0.0082853698953023,0.000988049262463,0.0045592705167173,0.0070921985815602,0.0037815872105303,0.0020713424738255,0.0030395136778115,10714.5,0.0030593917362886,0.0030395136778115,0.0126646403242147,0.0015197568389057,0.002362318225521,0.0025078061013688,0.0009754882807259,0.0106382978723404,0.0011335371383107,174.5,0.0007347564559787,0.0010131712259371,0.0,0.0072198815706739,0.0059607346149924,0.0052511001224878,0.0045592705167173,138.43166666666667,0.0001593863625043,0.0075987841945288,0.0037491481703161,0.0070921985815602,0.0091582971503888,0.0022419523131474,0.0045592705167173,0.0040526849037487,0.0074553694904241,0.0021467083642479,0.0071497595852485,0.0021215864007738,826573.9060402685,0.0022293913314104,0.0049402463123152,0.0032300015756105,0.0081053698074974,0.0044839046262949,0.0041604898343852,1304095922.0,0.0017353667001788,156.0,0.0030719527180257,0.0046743925240939,0.0010131712259371,12.5,417144.6288995312,0.0079043940997044,0.0003736587188579,0.0051558561735883,0.0055724417426545,0.0015197568389057,0.0040150019585375,0.0040526849037487,0.0033880504331953,0.0022168303496733,0.0054342709435468,0.0017353667001788,0.0065552471001205,0.0164001299512829,0.0002532928064842,0.0001203659123736,0.008017442935338,0.0050658561296859,0.0144491533898309,0.0047120754693051,0.000988049262463,0.0119968351204073,0.0002407318247472,0.0067457349979195,0.0050658561296859,0.0011084151748366,283.5,0.0008676833500894,0.0021467083642479,0.1014521800281293,0.0039971970718034,0.0010131712259371,0.0007598784194528,0.0060790273556231,0.0079493941216556,0.0019509765614519,0.0043258557687101,0.0539487468315201,0.0054719538887579,0.0040097580535405,True,0.0010006102442001,0.0088871994571704,0.0010131712259371,0.0007473174377158,0.0047947584364675,0.0037564652470562,0
0.0011862689250824,0.001248270730885,0.0032347504621072,0.005083179297597,0.0044379730059637,0.0032517040808813,0.0018484288354898,4846.0,0.0025275423646713,0.0027726432532347,0.0124768946395563,0.0004621072088724,0.0009552153206462,0.0010172171264488,0.0017413788426587,0.0023105360443622,0.0004931081117737,23.5,0.003113653185149,0.0009242144177449,0.0036968576709796,0.0007551626191112,0.0086899405945198,0.0017103779397574,0.0092421441774491,74.5875,0.0002141754246152,0.0087800369685767,0.0110484311605575,0.0147874306839186,0.0006931608133086,0.002696594163305,0.0023105360443622,0.0013863216266173,0.0037758130955564,0.0007241617162099,0.0035137585882188,0.0017413788426587,3486.3768844221104,0.0021724851486299,0.0090759987134625,0.0025415896487985,0.0097042513863216,0.0036968576709796,0.0083208360943512,1310571522.0,0.000524109014675,141.0,0.0033897549766136,0.0,0.0087800369685767,18.0,1799.4095477386936,0.0004621072088724,0.0,0.001248270730885,0.0018484288354898,0.0013863216266173,0.0006931608133086,0.0013863216266173,0.0107243748474174,0.0002310536044362,0.0022344869544325,0.007365620773705,0.0049000802148362,0.001972432447095,0.0006931608133086,0.000524109014675,0.0135759735252289,0.0023105360443622,0.0022034860515312,0.0009242144177449,0.0004621072088724,0.0106173248545863,0.0042069194015275,0.0010172171264488,0.0004621072088724,0.0034827576853175,195.5,0.0043759712001612,0.0049000802148362,0.1569203878850618,0.0,0.0032347504621072,0.0014793243353212,0.0018484288354898,0.0012792716337863,0.0002310536044362,0.0077657261767748,0.1893187276695617,0.0134209690107224,0.0014793243353212,True,0.0007861635220125,0.0020034333499963,0.0,0.0037138112897538,0.0020034333499963,0.0075346725723386,0
0.0023078264018557,0.0008896409425239,0.0056932350971198,0.0070328198258539,0.0053537992687797,0.0014181854593317,0.0030140656396517,4081.5,0.0047728542649067,0.0023442732752846,0.0127260549229738,0.0010046885465505,0.0060338382630431,0.0023864271324533,0.0037681657183562,0.0066979236436704,0.0003872966692486,177.0,0.0025800754670777,0.0010046885465505,0.000669792364367,0.0048879018689334,0.0043855575956581,0.0036371645006933,0.0063630274614869,118.60750000000002,0.0001892713054739,0.0043536503683858,0.0074679773360111,0.0073677160080375,0.0057877894413537,0.0048514549955044,0.0053583389149363,0.0020093770931011,0.0053902461422086,0.0013657849722666,0.0062012863541349,0.0030038190097553,105325.57788944725,0.0029673721363263,0.003443516166069,0.001522986433462,0.0073677160080375,0.0016904345245537,0.0060497918766793,1267196778.0,0.0016380340374886,178.5,0.0036633647442259,0.0037784123482526,0.0033489618218352,14.0,57982.12562814071,0.0051179970769866,0.0001936483346243,0.0045006051996847,0.0010046885465505,0.0026791694574681,0.0014967861899294,0.0040187541862022,0.0091584118605649,0.0044482047126196,0.012418526321906,0.0029776187662227,0.0062274865976675,0.0034275625524329,0.0008634406989913,0.0005809450038729,0.0131407191733382,0.0053583389149363,0.0034537627959654,0.0018578826156455,0.0016380340374886,0.0106551980504943,0.0014967861899294,0.0012245371247074,0.0040187541862022,0.0041919092610338,10346.5,0.0026165223405066,0.004605406173815,0.1761834482390037,0.0007483930949647,0.0016744809109176,0.0008634406989913,0.0056932350971198,0.0029776187662227,0.0010570890336156,0.004730700407738,0.1465916421702011,0.0087187147042511,0.001920529732607,True,0.0008634406989913,0.0033649154354713,0.0003348961821835,0.0012245371247074,0.0025538752235451,0.0051601509341554,0
0.0006027900676279,0.0018789218283549,0.0029638411381149,0.0035566093657379,0.0038018001770678,0.0016163104213693,0.0041493775933609,2632.0,0.0012540440137101,0.0035566093657379,0.0082987551867219,0.0005927682276229,0.0012887240792464,0.0001018122581958,0.001477655231679,0.0,0.0005592951848774,35.833333333333336,0.0045679989248987,0.0005927682276229,0.0148192056905749,0.0001248439450686,0.007444555220211,0.0025279823862186,0.0059276822762299,72.29926881648419,0.0005146851289203,0.0065204505038529,0.0093149460414917,0.0106698280972139,0.0010399487995277,0.0033623007205633,0.0017783046828689,0.0023710729104919,0.0023222858460559,0.0003517575387577,0.0022219538021205,0.0052019975157138,25725.17857142857,0.0033616623829359,0.0052990276560943,0.0019508408601786,0.0148192056905749,0.0028424441850675,0.0055411507797455,1393914715.0,0.0001322446230021,122.5,0.0014110845310808,0.0001566904491557,0.0035566093657379,42.333333333333336,7048.044128915311,0.0002311129306989,6.242197253433208e-05,0.0010356876419994,0.0017783046828689,0.0011855364552459,0.0001248439450686,0.0041493775933609,0.0069233577917999,0.0010922584994925,0.0029292677225803,0.0042916577612253,0.0037727277651119,0.0011732595340102,0.0001716349086636,0.0014663204920012,0.0110049949604479,0.0011855364552459,0.0010691375603977,0.0011214198286589,0.0008560602458917,0.0177359918224782,0.0155997053271424,0.0017977313668906,0.0023710729104919,0.003714372103118,666.4166666666666,0.0044062177180374,0.0031911399090582,0.1392674362674362,0.000374694690521,0.0017783046828689,0.0032485617612628,0.0005927682276229,0.0021370238368297,0.0012963823524157,0.0064357176548914,0.0860532166061094,0.0114545804217228,0.0010678862764319,True,0.0015587940869502,0.0037576017106031,0.0,0.0019601761507522,0.0049453106749462,0.0044484531117321,0
0.0022814485066782,0.0011147367126709,0.014350252458145,0.0071751262290725,0.0023980235032806,0.0023637239035578,0.001860217911241,91577.5,0.0032225705988015,0.0002657454158915,0.0095668349720967,0.0002657454158915,0.0028297694244681,0.0010323699457649,0.0022880376335478,0.0029231995748073,0.0005653272020334,1143.375,0.003006590734192,0.0,0.0047834174860483,0.0037016166679995,0.0038556719672422,0.0036638672131925,0.005580653733723,109.0392148241206,0.0003287343726652,0.0045176720701567,0.0052523862866472,0.0066436353972893,0.0043870283267625,0.0022201755014165,0.0034546904065904,0.0015944724953494,0.0054446183180536,0.001047674140161,0.0042183709744243,0.0045361734775831,13942.477386934674,0.0020416224334895,0.0032192270212289,0.0016114866519287,0.0077066170608556,0.0026332317554152,0.0045999597164413,1244540912.0,0.0008248939242827,142.875,0.0008834321192241,0.0015338435426035,0.0045176720701567,35.625,5952.196728592458,0.0037263875309869,0.0003093388015944,0.0037377405967018,0.0,0.0013287270794578,0.0008208338038403,0.0021259633271326,0.0051187751515994,0.0026937907172391,0.0069206926181431,0.0040508892975228,0.0044383511412076,0.0059542287502085,0.0005798906319778,0.0004465257136766,0.0080702578682195,0.0050491629019399,0.0058499228156353,0.0009686678976294,0.0015750187131913,0.0122971908629409,0.0048766378870869,0.002206581825812,0.001860217911241,0.0047049556539786,1246.125,0.0052032877373749,0.002030514979105,0.0956822417778301,0.0024395052801906,0.0031889449906989,0.0019862930229299,0.003720435822482,0.0030775724084409,0.0017101346665921,0.0042084721722742,0.0674505624204055,0.0060697881053221,0.0026749656930955,True,0.0008836889840583,0.0052628939870116,0.0021259633271326,0.0028966430330267,0.0042976076764321,0.0036414416656938,0
