c_weather_empath,c_traveling_empath,economics_empath,rural_empath,c_fight_empath,c_vacation_empath,music_empath,c_followers_count,c_anticipation_empath,death_empath,home_empath,office_empath,c_crime_empath,c_irritability_empath,c_philosophy_empath,night_empath,c_exotic_empath,c_listed_count,c_friends_empath,traveling_empath,dominant_heirarchical_empath,c_leisure_empath,c_warmth_empath,c_music_empath,ship_empath,c_status length,c_in_degree,hate_empath,c_terrorism_empath,politics_empath,c_war_empath,c_death_empath,aggression_empath,ridicule_empath,c_aggression_empath,c_masculine_empath,c_negotiate_empath,c_money_empath,time_diff,c_ocean_empath,c_social_media_empath,c_communication_empath,hipster_empath,c_speaking_empath,c_hate_empath,created_at,c_wedding_empath,c_number urls,c_timidity_empath,c_payment_empath,fire_empath,c_baddies,c_time_diff,c_noise_empath,c_computer_empath,c_government_empath,children_empath,work_empath,c_exasperation_empath,cleaning_empath,c_liquid_empath,c_pride_empath,c_disgust_empath,c_musical_empath,c_rural_empath,c_superhero_empath,c_violence_empath,c_listen_empath,c_home_empath,sympathy_empath,c_sympathy_empath,c_children_empath,c_swearing_terms_empath,c_hipster_empath,c_dominant_heirarchical_empath,c_heroic_empath,science_empath,c_divine_empath,c_time_diff_median,c_swimming_empath,c_vehicle_empath,sentiment,c_sleep_empath,furniture_empath,c_anger_empath,superhero_empath,c_science_empath,c_farming_empath,c_ship_empath,c_sentiment,c_politics_empath,c_work_empath,normal_neigh,c_legend_empath,c_cleaning_empath,sleep_empath,c_furniture_empath,c_ridicule_empath,c_fire_empath,hate_neigh
0.003609494,0.001026096,0.003623188,0.001610306,0.004380772,0.003099905,0.006038647,563.3333333,0.004036458,0.001610306,0.00805153,0.002012882,0.002197181,0.001069459,0.00227983,0.007246377,0.00082954,12.33333333,0.002316474,0.001207729,0.005233494,0.008853751,0.005034088,0.00516287,0.004025765,98.02706019,0.000458236,0.003220612,0.00418965,0.006441224,0.005379735,0.000978631,0.00805153,0.00805153,0.007330277,0.001131823,0.003479403,0.001694287,1441.492462,0.000258896,0.004933772,0.001688877,0.018518519,0.003993094,0.001798682,0,0.001453059,112,0.001352742,0.004002606,0.002415459,21.66666667,1592.746299,0.008185536,0.000508304,0.008060832,0.001207729,0.005233494,0.001482856,0.009661836,0.002456077,0.000868826,0.00327205,0.003403474,0.002769157,0.008067529,0.000134192,0.000849849,0.006740633,0.0068438,0.011743511,0.00168349,0.003201531,0.015544255,0.003308695,0.00305244,0.007648953,0.002014215,62,0.001348664,0.001396106,0.055061353,0.004784681,0.014090177,0.000576054,0.007648953,0.005598013,0.003581029,0.004639691,0.033735592,0.006045285,0.008067552,0,0.003636674,0.007435981,0.004428341,0.011824956,0.00731948,0.00266343,TRUE
0.002491094,0.000932465,0.003929867,0.006045949,0.003433506,0.002200737,0.002116082,2669.5,0.00383252,0.000906892,0.008162031,0.000604595,0.002629542,0.002683067,0.001780019,0.013301088,0.00028251,27.75,0.002037525,0.001813785,0.001511487,0.005404212,0.004066488,0.003675639,0.00241838,112.1507038,0.000368581,0.000906892,0.003948349,0.003929867,0.007428433,0.001753539,0.007255139,0.006348247,0.005884316,0.001191442,0.002656955,0.001745889,1563.378788,0.001675948,0.005451215,0.010163793,0.01541717,0.010067487,0.002684011,1505501378,0.001185827,104,0.001440655,0.002903095,0.00241838,17.75,1214.258084,0.006146492,0.000213617,0.005550543,0.002116082,0.005139057,0.001316784,0.006045949,0.003453424,0.00236563,0.006810376,0.004209508,0.005155704,0.007637192,0.000197171,0.001333084,0.007999527,0.012394196,0.00925666,0.005850107,0.001151059,0.012987495,0.002663825,0.002851734,0.004232164,0.002005675,168.375,0.001890502,0.002493803,0.011730622,0.002556499,0.001813785,0.000666683,0.007859734,0.004945574,0.004252099,0.00384055,0.065683525,0.006852149,0.004560305,1,0.000837103,0.007407956,0.004534462,0.002278181,0.004323793,0.003164887,TRUE
0.003179933,0.001148728,0.005533597,0.004743083,0.003106542,0.00153216,0.015019763,13556.85,0.002995107,0.000790514,0.005928854,0,0.004580916,0.001272148,0.001506624,0.007905138,0.000509265,224.15,0.001981853,0,0.002766798,0.008013742,0.003725816,0.007983671,0.005928854,116.3951679,0.000466703,0.001581028,0.005229207,0.008695652,0.007338143,0.001521488,0.007509881,0.004347826,0.007002087,0.000940007,0.003374451,0.002756705,1665.557789,0.001882837,0.004755167,0.00238727,0.017391304,0.003475475,0.003070308,1306952561,0.000910182,147.95,0.003485487,0.002790122,0.005533597,29.6,1610.453733,0.005996311,0.000512918,0.004596808,0.001185771,0.013438735,0.001341984,0.015810277,0.004755721,0.004192736,0.0072203,0.003427082,0.005350779,0.007292576,0.000582125,0.000819485,0.008438052,0.02173913,0.013966982,0.001698104,0.000971825,0.01395519,0.004226035,0.005693554,0.004347826,0.00281814,174.325,0.002699201,0.001638896,0.045273236,0.003312573,0.001185771,0.001388756,0.012648221,0.004357831,0.003874487,0.00517539,0.052126492,0.008431589,0.009466269,1,0.000600554,0.007530525,0.007509881,0.00228814,0.003675634,0.004023363,FALSE
0.001630656,0.000735655,0.010191602,0.003668977,0.001550983,0.001264378,0.002445985,6508.5,0.000203832,0.00203832,0.015491235,0,0.000815328,0.000694269,0.000245218,0.00203832,0.000652882,8.5,0.001961746,0,0.005707297,0.000203832,0.003716561,0.002203865,0.00896861,82.95760529,0.000114559,0.002853649,0.009344185,0.014675907,0.001426824,0.002245251,0.004076641,0.000815328,0.004000066,0.000407664,0.003834522,0.004082839,69757.53571,0.00566901,0.004242186,0.001388537,0.012637587,0.002082806,0.002898134,1384048349,0,120,0.000815328,0.000815328,0.015491235,34,39233.35119,0,0,0.001796201,0.001222992,0.000407664,0.000694269,0.000815328,0.004732622,0.000815328,0.005544851,0.003961779,0.002079707,0.00306058,0.00044905,0.000490436,0.011423891,0.000407664,0.003391669,0.000611496,0,0.015637087,0.015359779,0.002000033,0.000815328,0.003834522,7660.5,0.006570209,0.002977807,0.127246488,0.000203832,0.003668977,0.013793301,0.003668977,0.001143319,0.001675142,0.006936487,0.091202761,0.011261445,0.003636887,1,0.000407664,0.001143319,0.000407664,0.002324925,0.002614628,0.008481272,TRUE
0.003459078,0.001788485,0.005211047,0.004950495,0.003278417,0.001671588,0.006774362,12143.14286,0.004619001,0.001302762,0.005211047,0.002084419,0.004141768,0.002236519,0.001900139,0.015112038,0.000429906,55.71428571,0.001905901,0.002605524,0.002866076,0.012875428,0.002437279,0.004655996,0.004950495,124.9838063,0.000471755,0.001042209,0.003541572,0.005732152,0.010335468,0.001374349,0.014851485,0.003126628,0.008126497,0.001206234,0.004574762,0.002800679,1789.520202,0.001441157,0.005221711,0.001498436,0.012767066,0.002589225,0.002088639,1446780371,0.001504358,123.4285714,0.001348548,0.003853539,0.002344971,22.35714286,1644.727378,0.00981874,0.000223734,0.005352594,0.000260552,0.012767066,0.001884769,0.008077124,0.003738408,0.003023334,0.0071581,0.002195669,0.005844545,0.006781468,0.000273006,0.001843614,0.007898874,0.016675352,0.01643456,0.001355779,0.000776966,0.011972208,0.002318001,0.007237877,0.004168838,0.00330011,119.6785714,0.003870511,0.001270786,-0.042035454,0.003658433,0.002084419,0.000678806,0.010161542,0.004044022,0.005825571,0.005874374,0.035551809,0.00759294,0.011341488,1,0.000904652,0.005596899,0.00442939,0.002210711,0.004126738,0.003528445,FALSE
0.002429321,0.002923089,0.00531511,0.007593014,0.003642873,0.001176252,0.003037206,4381,0.001062135,0.006833713,0.007593014,0.000759301,0.003111805,0.000265534,0.001024835,0.001518603,0.000265534,20.5,0.001441786,0.00531511,0.015186029,0.000379651,0.001290369,0.003111805,0.002277904,58.83668342,0.000104597,0.001518603,0.009032582,0.00531511,0.002580738,0.005010059,0.006074412,0.003037206,0.005958077,0.000379651,0.007399862,0.009032582,51032.66162,0.003111805,0.004781825,0,0.013667426,0.000759301,0.002352504,1336937057,0.000759301,77.5,0.003263222,0,0.001518603,32,28706.79293,0.000379651,0.000265534,0.001024835,0,0,0,0.006074412,0.004516291,0.002580738,0.005312892,0.004364874,0.005124176,0.003491456,0.000265534,0.002315204,0.006717378,0.003796507,0.001898254,0.000265534,0.001404486,0.011878854,0.012372621,0.001935553,0.003037206,0.004288057,1266.5,0.00785633,0.001441786,0.061346128,0.001138952,0.001518603,0.004022523,0.003796507,0.001784137,0.001176252,0.002997688,0.046037595,0.006640561,0.000531067,1,0,0.003833807,0.002277904,0.001024835,0.003111805,0.002883571,FALSE
0.00079593,0.001359271,0.004271845,0.004271845,0.000764968,0.002358063,0.001553398,647.25,0.00129063,0.001165049,0.003495146,0.001165049,0.004506469,0.000547282,0.000764968,0.006601942,0.001238097,2.75,0.003297364,0.001165049,0.00776699,0.00504885,0.003548562,0.0063159,0.000776699,95.80682763,0.000229118,0.001165049,0.002902878,0.003495146,0.006231894,0.001255388,0.002718447,0.001941748,0.006520654,0.001079164,0.002961054,0.002798995,145.1515152,0.001166988,0.005428557,0.002718495,0.011650485,0.003450112,0.002443996,0,0.000684595,116.25,0.001768084,0.00347803,0.00038835,37.75,5885.628937,0.005691984,0.001494693,0.003186108,0.004660194,0.002718447,0.003490386,0.003883495,0.004654247,0.001988241,0.00415147,0.003394531,0.003512036,0.006038261,0.000402597,0.000426108,0.008306689,0.003495146,0.005366712,0.002939272,0.001328389,0.014072743,0.006143332,0.002244917,0.002718447,0.001731562,1780.125,0.001770555,0.00155287,0.013147361,0.002089653,0.002330097,0.001343871,0.002718447,0.004110009,0.002278267,0.004299904,0.051838862,0.006627661,0.003339481,1,0.000281999,0.00580822,0.00038835,0.001908445,0.00301668,0.001977742,TRUE
0.000940075,0.00036233,0.012048193,0.012048193,0.002557478,0.000858879,0,9278.934066,0.000898125,0,0.012048193,0,0.001146347,0.000758487,0.001382317,0,0.000474411,12.53846154,0.000886748,0,0.012048193,0.002528159,0.002502495,0.001496969,0,94.67469453,0.000369238,0.012048193,0.006962416,0,0.003640451,0.002261492,0,0.012048193,0.002513204,0.000621555,0.0034276,0.001516062,134.3718593,0.001287533,0.010490973,0.002134703,0.036144578,0.004022306,0.005471923,1450270369,0.000984724,54.51648352,0.001117287,0.001557997,0.012048193,3.989010989,6530.083422,0.001676533,0.000151694,0.002936063,0,0,0.000695407,0,0.008258252,0.000695688,0.002695162,0.00114289,0.002294619,0.001840382,0.000363942,6.21E-05,0.011813333,0,0.002777176,0.002046184,0.000324557,0.004421204,0.000513101,0.001638499,0,0.001549039,588.2362637,0.001698125,0.004198862,0.029166667,0.00076405,0,0.000896912,0,0.001542139,0.001420429,0.00789633,0.233710458,0.008628158,0.001482419,1,0.000660648,0.001536925,0,0.000488214,0.001080832,0.003019157,FALSE
0.003155732,0.001713295,0.005420054,0.003484321,0.002563637,0.003349486,0.004645761,3640.891892,0.002046252,0,0.007355788,0,0.001828233,0.001268735,0.001749586,0.008130081,0.000288069,21.32432432,0.002244239,0,0.004258614,0.005382375,0.004785722,0.004353496,0.003097174,103.8716798,0.000409504,0,0.004704621,0.004645761,0.004796152,0.00122718,0.008130081,0.004258614,0.007938339,0.00183732,0.004249135,0.00281217,11792.71038,0.001176501,0.004256251,0.002812695,0.012388695,0.003467934,0.002825355,1480733788,0.001017907,119.8108108,0.001060724,0.002838911,0.00116144,27.51351351,7457.541067,0.005229541,0.000470043,0.005779371,0.003871467,0.004258614,0.002673362,0.006581494,0.003227918,0.001545542,0.004774346,0.005007749,0.004208125,0.008054451,0.000200345,0.000936903,0.006881384,0.008130081,0.00979462,0.003110048,0.00283064,0.013885692,0.003640534,0.00295513,0.006194348,0.002394441,2042.878378,0.002999355,0.00133063,0.073248029,0.003509259,0.008517228,0.000792812,0.008130081,0.005495839,0.002683936,0.004432482,0.055636241,0.006027023,0.004963945,1,0.001829591,0.006983152,0.002710027,0.007336315,0.005306484,0.00255783,TRUE
0.002611723,0.001051179,0.00355366,0.010305615,0.004000645,0.001772369,0.002842928,34753.95,0.005609023,0.00355366,0.002487562,0,0.003673237,0.002176477,0.001262851,0.008173419,0.00054342,144.05,0.001501196,0.000355366,0,0.007332569,0.003724082,0.004055235,0.007107321,116.7792667,0.00026498,0.001066098,0.004419014,0.008884151,0.010292379,0.002180966,0.00533049,0.001066098,0.006757027,0.001516692,0.00468835,0.00340414,3477.60804,0.001667817,0.005429484,0.001479686,0.00355366,0.002884804,0.003176741,1355426519,0.000883212,142.25,0.002962059,0.004481721,0.006041222,18.8,32265.3153,0.006569497,0.00026933,0.005848779,0.000355366,0.012082445,0.001473834,0.003198294,0.004015937,0.003972596,0.008037777,0.003429183,0.006981885,0.006760855,0.000489616,0.000436651,0.007544986,0.014925373,0.009629005,0.001950761,0.001488829,0.008277613,0.001916038,0.004757778,0.001421464,0.003005945,4587.675,0.002764884,0.001552283,0.08930415,0.002043376,0.002487562,0.001367708,0.00533049,0.003926476,0.00221243,0.006586217,0.087311054,0.008516463,0.006327842,1,0.000796838,0.004998425,0.002132196,0.003207763,0.003203312,0.003663692,FALSE
